Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-201681,"TCF dependent signaling in response to WNT",1,216,3,1299,0.014332161104107226,0.9798808893289701,0.9798808893289701,22,71,0.005202989887146416,9606,Homo sapiens,"LEF1","Q9UJU2",TMEM176B;JRK;LEF1,P35222;Q92993,"R-HSA-3299569;R-HSA-3361751;R-HSA-4411367;R-HSA-3322422;R-HSA-3451153;R-HSA-201669;R-HSA-3364026;R-HSA-3322427;R-HSA-3322424;R-HSA-5626938;R-HSA-4411372;R-HSA-201712;R-HSA-4411351;R-HSA-5368580;R-HSA-201685;R-HSA-3772430;R-HSA-3364042;R-HSA-3364014;R-HSA-3769383;R-HSA-5665608;R-HSA-4411357;R-HSA-3451147"
R-HSA-73894,"DNA Repair",0,380,1,1203,0.025213987127596045,0.9802693379215436,0.9802693379215436,6,337,0.024695881577018908,9606,Homo sapiens,"","",TMEM176B,Q92993,"R-HSA-5693589;R-HSA-5686469;R-HSA-5686483;R-HSA-5686657;R-HSA-5693599;R-HSA-5686410"
R-HSA-194315,"Signaling by Rho GTPases",1,709,1,827,0.04704399177227789,0.9803242254565803,0.9803242254565803,3,203,0.014876154184376374,9606,Homo sapiens,"PCK2","Q16513",JRK,O60341,"R-HSA-5623667;R-HSA-5625870;R-HSA-5625849"
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",1,725,1,839,0.04810563333554509,0.9816997898788618,0.9816997898788618,3,212,0.015535688113732963,9606,Homo sapiens,"PCK2","Q16513",JRK,O60341,"R-HSA-5623667;R-HSA-5625870;R-HSA-5625849"
R-HSA-381119,"Unfolded Protein Response (UPR)",0,155,2,1361,0.010284652644151019,0.9821036976440028,0.9821036976440028,2,94,0.006888465484391031,9606,Homo sapiens,"","",CDCA7;MYBPHL,O76024;P27797,"R-HSA-1791082;R-HSA-1791169"
R-HSA-9709957,"Sensory Perception",0,1262,1,358,0.08373697830270055,0.9871003251851563,0.9871003251851563,2,143,0.01047926132199912,9606,Homo sapiens,"","",PRKG1,17489,"R-HSA-9712183;R-HSA-9712199"
R-HSA-112316,"Neuronal System",1,489,2,1159,0.03244642027735386,0.9871725223463385,0.9871725223463385,10,216,0.01582881430455811,9606,Homo sapiens,"DLGAP3","O95886",JRK;PRKG1,Q9NRD5;17489,"R-HSA-6794357;R-HSA-6797554;R-HSA-6794338;R-HSA-8951727;R-HSA-1297444;R-HSA-421007;R-HSA-416639;R-HSA-442715;R-HSA-6794344;R-HSA-416985"
R-HSA-556833,"Metabolism of lipids",3,1446,2,1754,0.09594585628027337,0.9907085325360394,0.9907085325360394,4,955,0.06998387805950462,9606,Homo sapiens,"ORM1;AGT","P01019;ENSG00000135744;Q8N138",KIAA1644;JRK,Q8IY26;P13196,"R-HSA-1989774;R-HSA-8952137;R-HSA-1592238;R-HSA-428127"
R-HSA-168249,"Innate Immune System",3,1334,4,2077,0.08851436533740296,0.9918196754812727,0.9918196754812727,15,710,0.05202989887146416,9606,Homo sapiens,"ORM1;SAA1","P0DJI8;P02763;Q8N138",VGF;TFF1;JRK;LEF1,P01100;P05412;P35222,"R-HSA-168166;R-HSA-168136;R-HSA-3134883;R-HSA-3134914;R-HSA-879362;R-HSA-6798743;R-HSA-6799350;R-HSA-450292;R-HSA-450325;R-HSA-3134904;R-HSA-3134901;R-HSA-6798749;R-HSA-168440;R-HSA-6798745;R-HSA-879411"
R-HSA-449147,"Signaling by Interleukins",2,643,3,2093,0.04266472032380068,0.9922463430660596,0.9922463430660596,8,493,0.03612780301919977,9606,Homo sapiens,"SAA1","ENSG00000173432;P0DJI8",VGF;TFF1;PCK2,P01100;P05412;P84022,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-6789615;R-HSA-168440;R-HSA-168136;R-HSA-9008692;R-HSA-9009910"
R-HSA-3108232,"SUMO E3 ligases SUMOylate target proteins",0,183,1,1838,0.012142525379868622,0.9947216416887095,0.9947216416887095,1,131,0.00959988274952367,9606,Homo sapiens,"","",TFF1,P03372,"R-HSA-4090408"
R-HSA-2990846,"SUMOylation",0,192,1,1875,0.012739698759206422,0.9952773499204087,0.9952773499204087,1,140,0.010259416678880258,9606,Homo sapiens,"","",TFF1,P03372,"R-HSA-4090408"
R-HSA-199991,"Membrane Trafficking",0,667,1,1552,0.04425718266870148,0.9964118968010792,0.9964118968010792,2,219,0.016048658947676975,9606,Homo sapiens,"","",KIAA1644,P29033,"R-HSA-1629787;R-HSA-190687"
R-HSA-382551,"Transport of small molecules",0,966,2,1216,0.06409660938225732,0.9967549488302864,0.9967549488302864,3,443,0.03246372563388539,9606,Homo sapiens,"","",KIAA1644;PRKG1,Q92504;17489,"R-HSA-8951727;R-HSA-164377;R-HSA-442393"
R-HSA-3700989,"Transcriptional Regulation by TP53",1,487,5,1750,0.03231371508194546,0.996873979125717,0.996873979125717,7,259,0.018979920855928478,9606,Homo sapiens,"TAF10","Q12962",JRK;PID1;AGT;CHRDL2;MYBPHL,Q8N9N5;P55212;O14744;O75604;Q12837,"R-HSA-6805399;R-HSA-5689972;R-HSA-6805022;R-HSA-6798126;R-HSA-6804379;R-HSA-6804425;R-HSA-3221982"
R-HSA-9006934,"Signaling by Receptor Tyrosine Kinases",2,618,3,2486,0.041005905381195674,0.9969238796069521,0.9969238796069521,8,746,0.05466803458889052,9606,Homo sapiens,"VGF","ENSG00000128564;O15240",TMEM176B;PRKG1;MYBPHL,Q15078;P14136;P17252;17489,"R-HSA-1433508;R-HSA-9620723;R-HSA-9620663;R-HSA-1253321;R-HSA-162425;R-HSA-9616110;R-HSA-9621054;R-HSA-9620717"
R-HSA-1280218,"Adaptive Immune System",1,1005,3,1317,0.06668436069272111,0.9972379312777608,0.9972379312777608,8,264,0.019346328594459915,9606,Homo sapiens,"PRKG1","Q13976-1",TFF1;PRKG1;MYBPHL,Q6UX41;P27797;17489,"R-HSA-913996;R-HSA-8951595;R-HSA-8863858;R-HSA-983161;R-HSA-392834;R-HSA-983142;R-HSA-8852013;R-HSA-8863914"
R-HSA-422475,"Axon guidance",0,585,2,1702,0.03881626965695707,0.9972379312777608,0.9972379312777608,4,298,0.021837901216473693,9606,Homo sapiens,"","",TMEM176B;CHRDL2,O75093;P17252,"R-HSA-9010396;R-HSA-9010643;R-HSA-8985799;R-HSA-9010646"
R-HSA-5653656,"Vesicle-mediated transport",1,827,1,1581,0.0548735983013735,0.9978639895698269,0.9978639895698269,4,252,0.018466950021984466,9606,Homo sapiens,"SAA1","P0DJI8",KIAA1644,P29033,"R-HSA-1629787;R-HSA-2512800;R-HSA-190687;R-HSA-2197646"
R-HSA-9675108,"Nervous system development",0,621,3,1853,0.04120496317430827,0.9983738478557322,0.9983738478557322,5,324,0.023743221456837167,9606,Homo sapiens,"","",KIAA1644;TMEM176B;CHRDL2,P17252;Q01453;O75093,"R-HSA-9010396;R-HSA-9615626;R-HSA-9010643;R-HSA-8985799;R-HSA-9010646"
R-HSA-2262752,"Cellular responses to stress",2,953,5,2533,0.06323402561210271,0.9989099390171488,0.9989099390171488,10,381,0.02792026967609556,9606,Homo sapiens,"HIST1H1D","P16403;P16402",VGF;TFF1;LEF1;CDCA7;MYBPHL,P01100;P05412;Q16236;O76024;P27797,"R-HSA-1791082;R-HSA-450292;R-HSA-450325;R-HSA-8932284;R-HSA-8932334;R-HSA-1791169;R-HSA-8932322;R-HSA-168136;R-HSA-4647594;R-HSA-8932327"
R-HSA-8953897,"Cellular responses to stimuli",2,971,5,2559,0.06442837237077832,0.9990280759166846,0.9990280759166846,10,412,0.030191997654990473,9606,Homo sapiens,"HIST1H1D","P16403;P16402",VGF;TFF1;LEF1;CDCA7;MYBPHL,P01100;P05412;Q16236;O76024;P27797,"R-HSA-1791082;R-HSA-450292;R-HSA-450325;R-HSA-8932284;R-HSA-8932334;R-HSA-1791169;R-HSA-8932322;R-HSA-168136;R-HSA-4647594;R-HSA-8932327"
R-HSA-8953854,"Metabolism of RNA",0,785,2,2001,0.05208678919779709,0.9990802577300099,0.9990802577300099,2,187,0.013703649421075773,9606,Homo sapiens,"","",TMEM176B;JRK,Q13895;P17252,"R-HSA-6791223;R-HSA-450550"
R-HSA-162582,"Signal Transduction",11,3011,11,6438,0.19978767168734657,0.9993382572224865,0.9993382572224865,93,2465,0.18063901509599883,9606,Homo sapiens,"VGF;DGKQ;LEF1;CRH;SAA1;TFF1;PRKG1;AGT;PCK2","ENSG00000160182;O15240;ENSG00000128564;Q16513;Q13976;P01019;Q9UJU2;P52824;P06850;P0DJI8;P04155",TMEM176B;VGF;TFF1;JRK;TAF10;PCK2;ORM1;PRKG1;JRK;LEF1;MYBPHL,P01100;P05412;Q9UGI0;Q15078;Q92993;P05121;P14136;P20226;P84022;O60341;Q96MT3;P17252;P35222;17489,"R-HSA-749448;R-HSA-3322422;R-HSA-749454;R-HSA-8937613;R-HSA-426240;R-HSA-749452;R-HSA-4641231;R-HSA-3364026;R-HSA-3322427;R-HSA-400015;R-HSA-9009536;R-HSA-3322424;R-HSA-9009541;R-HSA-5692761;R-HSA-4608855;R-HSA-4608852;R-HSA-4411351;R-HSA-8937631;R-HSA-374173;R-HSA-9011985;R-HSA-9011984;R-HSA-749456;R-HSA-3364014;R-HSA-3769383;R-HSA-5665608;R-HSA-4411357;R-HSA-379044;R-HSA-4411367;R-HSA-4332390;R-HSA-3451153;R-HSA-9620663;R-HSA-4411365;R-HSA-5623667;R-HSA-8944047;R-HSA-8951727;R-HSA-5610749;R-HSA-380073;R-HSA-5625849;R-HSA-9621054;R-HSA-379048;R-HSA-4411372;R-HSA-1433508;R-HSA-5610727;R-HSA-4411383;R-HSA-9605414;R-HSA-6781905;R-HSA-170676;R-HSA-3772430;R-HSA-9705507;R-HSA-111930;R-HSA-744887;R-HSA-744886;R-HSA-3451147;R-HSA-3299569;R-HSA-392129;R-HSA-201669;R-HSA-420173;R-HSA-1912401;R-HSA-2187375;R-HSA-111955;R-HSA-5368580;R-HSA-8944349;R-HSA-201685;R-HSA-9644869;R-HSA-4551453;R-HSA-1253321;R-HSA-5625870;R-HSA-111962;R-HSA-9620723;R-HSA-8944362;R-HSA-3361751;R-HSA-9615348;R-HSA-8944352;R-HSA-195304;R-HSA-5229348;R-HSA-9625465;R-HSA-391913;R-HSA-5626938;R-HSA-9708261;R-HSA-201712;R-HSA-9009533;R-HSA-9018494;R-HSA-3364042;R-HSA-9629675;R-HSA-2106586;R-HSA-9023859;R-HSA-162425;R-HSA-9616110;R-HSA-9023861;R-HSA-9023860;R-HSA-9009526;R-HSA-9620717;R-HSA-418553"
R-HSA-1280215,"Cytokine Signaling in Immune system",2,1092,3,2871,0.07245703669298653,0.999588389321093,0.999588389321093,8,710,0.05202989887146416,9606,Homo sapiens,"SAA1","ENSG00000173432;P0DJI8",VGF;TFF1;PCK2,P01100;P05412;P84022,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-6789615;R-HSA-168440;R-HSA-168136;R-HSA-9008692;R-HSA-9009910"
R-HSA-5663205,"Infectious disease",2,1355,6,3022,0.08990776988919116,0.9998872055749153,0.9998872055749153,29,754,0.05525428697054082,9606,Homo sapiens,"TAF10;CRH","Q12962;P06850",TFF1;VGF;PRKG1;AGT;AGT;MYBPHL,P05412;P27797;Q9BYF1;17489,"R-HSA-169921;R-HSA-392129;R-HSA-9660824;R-HSA-167113;R-HSA-167118;R-HSA-167121;R-HSA-9694661;R-HSA-5211224;R-HSA-9686731;R-HSA-167130;R-HSA-9694287;R-HSA-167134;R-HSA-9694579;R-HSA-9613490;R-HSA-167136;R-HSA-9678128;R-HSA-9695415;R-HSA-9686710;R-HSA-8951727;R-HSA-9613498;R-HSA-9699007;R-HSA-9673789;R-HSA-167474;R-HSA-9683488;R-HSA-167477;R-HSA-167097;R-HSA-111930;R-HSA-167484;R-HSA-9698988"
R-HSA-168256,"Immune System",5,2684,8,4166,0.1780903722380731,0.9999024911435183,0.9999024911435183,26,1625,0.11908251502271729,9606,Homo sapiens,"ORM1;SAA1;PRKG1","ENSG00000173432;P0DJI8;P02763;Q13976-1;Q8N138",TFF1;VGF;TFF1;PCK2;PRKG1;JRK;LEF1;MYBPHL,P01100;P05412;P84022;Q6UX41;P35222;P27797;17489,"R-HSA-913996;R-HSA-392834;R-HSA-6789615;R-HSA-168136;R-HSA-3134883;R-HSA-879362;R-HSA-6799350;R-HSA-450325;R-HSA-3134904;R-HSA-3134901;R-HSA-8951595;R-HSA-168166;R-HSA-983142;R-HSA-8852013;R-HSA-3134914;R-HSA-8863914;R-HSA-6798743;R-HSA-450292;R-HSA-8863858;R-HSA-983161;R-HSA-6798749;R-HSA-168440;R-HSA-9008692;R-HSA-6798745;R-HSA-879411;R-HSA-9009910"
R-HSA-597592,"Post-translational protein modification",2,1600,2,2917,0.10616415632672019,0.9999072207866933,0.9999072207866933,5,525,0.03847281254580097,9606,Homo sapiens,"VGF;TAF10","O15240;Q12962",TFF1;JRK,P03372;O75604;Q9UGI0,"R-HSA-5689972;R-HSA-6781905;R-HSA-5690080;R-HSA-4090408;R-HSA-8952289"
R-HSA-392499,"Metabolism of proteins",4,2207,4,4012,0.14644018313316967,0.9999347713063846,0.9999347713063846,24,797,0.05840539352191118,9606,Homo sapiens,"VGF;TAF10;SAA1;AGT","O15240;Q12962;P01019;P0DJI8",TFF1;JRK;AGT;AGT,P03372;O75604;Q9UGI0;Q9BYF1,"R-HSA-2022398;R-HSA-2022399;R-HSA-2022396;R-HSA-5689972;R-HSA-2022393;R-HSA-8952289;R-HSA-976734;R-HSA-2022383;R-HSA-2022412;R-HSA-2065357;R-HSA-2022381;R-HSA-2065355;R-HSA-2022378;R-HSA-2022411;R-HSA-2022379;R-HSA-4090408;R-HSA-6781905;R-HSA-5690080;R-HSA-2028294;R-HSA-2022405;R-HSA-2022403;R-HSA-8851929;R-HSA-2022368;R-HSA-977136"
R-HSA-212436,"Generic Transcription Pathway",4,1555,14,4650,0.10317828943003118,0.9999462988271227,0.9999462988271227,27,830,0.060823684596218675,9606,Homo sapiens,"TAF10;LEF1;CRH","Q12962;ENSG00000147571;Q9UJU2;P06850",TAF10;TFF1;PCK2;JRK;ORM1;LEF1;AGT;PID1;SIX3;SMOC1;CHRDL2;CDCA7;JRK;MYBPHL,Q92831;P03372;P10809;O14744;P05121;O75604;Q92570;P42858;Q8N9N5;P55212;P35222;Q12837,"R-HSA-8853956;R-HSA-8937037;R-HSA-2032794;R-HSA-6798126;R-HSA-8853965;R-HSA-8951428;R-HSA-8864395;R-HSA-9017988;R-HSA-8937369;R-HSA-8951442;R-HSA-8951443;R-HSA-8936979;R-HSA-4411357;R-HSA-8936616;R-HSA-9023592;R-HSA-5689972;R-HSA-4411367;R-HSA-6804425;R-HSA-3221982;R-HSA-6805399;R-HSA-8869558;R-HSA-8935740;R-HSA-9017983;R-HSA-6805022;R-HSA-2106586;R-HSA-8938034;R-HSA-6804379"
R-HSA-73857,"RNA Polymerase II Transcription",4,1695,14,4788,0.1124676531086192,0.9999705286146545,0.9999705286146545,45,891,0.06529385900630222,9606,Homo sapiens,"TAF10;LEF1;CRH","Q12962;ENSG00000147571;Q9UJU2;P06850",TAF10;TFF1;PCK2;JRK;ORM1;LEF1;AGT;PID1;SIX3;SMOC1;CHRDL2;CDCA7;JRK;MYBPHL,Q92831;P03372;P10809;O14744;P05121;O75604;Q92570;P20226;P42858;Q8N9N5;P55212;P35222;Q12837,"R-HSA-8853956;R-HSA-109637;R-HSA-109636;R-HSA-8937037;R-HSA-2032794;R-HSA-109639;R-HSA-109638;R-HSA-6798126;R-HSA-8853965;R-HSA-75850;R-HSA-8951428;R-HSA-8864395;R-HSA-9017988;R-HSA-75856;R-HSA-8937369;R-HSA-75861;R-HSA-75095;R-HSA-75862;R-HSA-75864;R-HSA-8951442;R-HSA-8951443;R-HSA-75866;R-HSA-73946;R-HSA-8936979;R-HSA-75869;R-HSA-6810234;R-HSA-4411357;R-HSA-75873;R-HSA-8936616;R-HSA-9023592;R-HSA-5689972;R-HSA-4411367;R-HSA-9613494;R-HSA-9613497;R-HSA-75949;R-HSA-6804425;R-HSA-3221982;R-HSA-6805399;R-HSA-8869558;R-HSA-8935740;R-HSA-9017983;R-HSA-6805022;R-HSA-2106586;R-HSA-8938034;R-HSA-6804379"
R-HSA-1430728,"Metabolism",4,3643,5,2671,0.24172251343640103,0.9999766942718518,0.9999766942718518,13,2251,0.1649567638868533,9606,Homo sapiens,"ORM1;AGT;PCK2","Q16822;P01019;ENSG00000135744;Q8N138",KIAA1644;TMEM176B;JRK;PRKG1;AGT,P13196;P17252;Q8IY26;Q8N0U8;17489,"R-HSA-8952137;R-HSA-381668;R-HSA-381607;R-HSA-400015;R-HSA-381608;R-HSA-381707;R-HSA-1989774;R-HSA-6806647;R-HSA-1592238;R-HSA-372819;R-HSA-71670;R-HSA-428127;R-HSA-164377"
R-HSA-74160,"Gene expression (Transcription)",4,1858,14,4996,0.12328312653440382,0.9999870089763602,0.9999870089763602,47,1006,0.07372123699252528,9606,Homo sapiens,"TAF10;LEF1;CRH","Q12962;ENSG00000147571;Q9UJU2;P06850",TAF10;TFF1;PCK2;JRK;ORM1;LEF1;AGT;PID1;SIX3;SMOC1;CHRDL2;CDCA7;JRK;MYBPHL,Q92831;P03372;P10809;O14744;P05121;O75604;Q92570;P20226;P42858;Q8N9N5;P55212;P35222;Q12837,"R-HSA-73729;R-HSA-8853956;R-HSA-109637;R-HSA-109636;R-HSA-8937037;R-HSA-2032794;R-HSA-109639;R-HSA-109638;R-HSA-6798126;R-HSA-8853965;R-HSA-75850;R-HSA-8951428;R-HSA-8864395;R-HSA-9017988;R-HSA-75856;R-HSA-8937369;R-HSA-75861;R-HSA-75095;R-HSA-75862;R-HSA-75864;R-HSA-8951442;R-HSA-8951443;R-HSA-75866;R-HSA-73946;R-HSA-8936979;R-HSA-75869;R-HSA-6810234;R-HSA-4411357;R-HSA-75873;R-HSA-8936616;R-HSA-9023592;R-HSA-5689972;R-HSA-5250930;R-HSA-4411367;R-HSA-9613494;R-HSA-9613497;R-HSA-75949;R-HSA-6804425;R-HSA-3221982;R-HSA-6805399;R-HSA-8869558;R-HSA-8935740;R-HSA-9017983;R-HSA-6805022;R-HSA-2106586;R-HSA-8938034;R-HSA-6804379"
R-HSA-1266738,"Developmental Biology",1,1263,5,3113,0.08380333090040475,0.9999904927160886,0.9999904927160886,10,556,0.04074454052469588,9606,Homo sapiens,"LEF1","Q9UJU2",KIAA1644;TMEM176B;TFF1;VGF;CHRDL2,P05412;P17252;Q01453;P49639;O75093,"R-HSA-9622386;R-HSA-9616243;R-HSA-9010396;R-HSA-5617458;R-HSA-9615626;R-HSA-5617661;R-HSA-5617452;R-HSA-9010643;R-HSA-8985799;R-HSA-9010646"
R-HSA-1643685,"Disease",2,2435,8,4743,0.1615685754097273,0.999999947667527,0.999999947667527,33,1628,0.11930235966583615,9606,Homo sapiens,"TAF10;CRH","Q12962;P06850",TFF1;VGF;PRKG1;PID1;AGT;DLGAP3;AGT;MYBPHL,P05412;Q08379;Q9BYF1;Q15078;P27797;17489,"R-HSA-169921;R-HSA-392129;R-HSA-9660824;R-HSA-167113;R-HSA-167118;R-HSA-167121;R-HSA-9694661;R-HSA-5211224;R-HSA-9686731;R-HSA-167130;R-HSA-9694287;R-HSA-167134;R-HSA-9694579;R-HSA-9613490;R-HSA-8863013;R-HSA-167136;R-HSA-9678128;R-HSA-8868260;R-HSA-8863012;R-HSA-9695415;R-HSA-9686710;R-HSA-8951727;R-HSA-9613498;R-HSA-9699007;R-HSA-9673789;R-HSA-167474;R-HSA-9683488;R-HSA-167477;R-HSA-167097;R-HSA-111930;R-HSA-8868666;R-HSA-167484;R-HSA-9698988"
