Gene	YF2_OO_sc.1	YF2_OO_sc.2	YF2_OO_sc.3	YF2_OO_sc.4	YF2_OO_sc.5	YF2_OO_sc.6	YF2_OO_sc.7	YF2_OO_sc.8	YF2_OO_sc.9
ENSMFAG00000034144	18	0	0	334	0	177	0	0	0
ENSMFAG00000043481	0	0	0	0	0	0	0	0	0
ENSMFAG00000042403	0	0	0	0	0	0	0	0	0
ENSMFAG00000002739	0	0	0	0	0	0	0	0	0
ENSMFAG00000004599	0	0	0	0	0	0	0	0	0
ENSMFAG00000030238	0	0	0	0	0	0	0	0	0
ENSMFAG00000045570	0	0	0	0	0	0	0	0	0
ENSMFAG00000001955	0	0	0	0	0	0	0	0	0
ENSMFAG00000042059	1	0	0	2	0	1	0	0	0
ENSMFAG00000037852	0	0	0	0	0	0	0	0	0
ENSMFAG00000034604	0	0	0	0	0	0	0	0	0
ENSMFAG00000034779	0	0	0	0	0	0	0	0	0
ENSMFAG00000002192	0	0	0	0	0	0	0	0	0
ENSMFAG00000013851	0	0	0	0	0	0	0	0	0
ENSMFAG00000002472	0	0	0	8	0	24	0	0	0
ENSMFAG00000005773	0	0	0	0	0	0	0	0	0
ENSMFAG00000035559	0	0	0	0	0	0	0	0	0
ENSMFAG00000014025	0	0	0	0	0	0	0	0	0
ENSMFAG00000007370	0	0	0	0	0	0	0	0	0
ENSMFAG00000032129	0	0	0	0	0	0	0	0	0
ENSMFAG00000024544	0	0	0	0	0	0	0	0	0
ENSMFAG00000041788	0	0	0	0	0	0	0	0	0
ENSMFAG00000031569	0	0	0	0	0	0	0	0	0
ENSMFAG00000040096	0	0	0	0	0	2	0	0	0
ENSMFAG00000034992	0	0	0	0	0	0	0	0	0
ENSMFAG00000046029	0	0	0	0	0	0	0	0	0
ENSMFAG00000025764	0	0	0	0	0	0	0	0	0
ENSMFAG00000042252	0	0	0	0	0	0	0	0	0
ENSMFAG00000036355	81	0	0	136	0	77	0	0	0
ENSMFAG00000029344	0	0	0	0	0	0	0	0	0
ENSMFAG00000018873	0	0	0	1	0	0	0	0	0
ENSMFAG00000029021	0	0	0	0	0	0	0	0	0
ENSMFAG00000003722	0	0	0	0	0	0	0	0	0
ENSMFAG00000046190	0	0	0	0	0	0	0	0	0
ENSMFAG00000037443	4	6	3	159	8	24	0	6	3
ENSMFAG00000039150	0	0	0	0	0	0	0	0	0
ENSMFAG00000031187	0	0	0	0	0	0	0	0	0
ENSMFAG00000046193	4	0	1	438	1	246	0	0	0
ENSMFAG00000002883	0	0	0	0	0	0	0	0	0
ENSMFAG00000040190	0	0	0	0	0	0	0	0	0
ENSMFAG00000037484	0	0	0	0	0	0	0	0	0
ENSMFAG00000037921	0	0	0	0	0	0	0	0	0
ENSMFAG00000031611	0	0	0	3	0	0	0	0	0
ENSMFAG00000003960	0	0	0	0	0	0	0	0	0
ENSMFAG00000046228	0	0	0	0	0	0	0	0	0
ENSMFAG00000026319	0	0	0	0	0	0	0	0	0
ENSMFAG00000031297	0	0	0	10	0	2	0	0	0
ENSMFAG00000003376	0	0	0	5	0	0	0	0	0
ENSMFAG00000038367	0	0	0	0	0	0	0	0	0
ENSMFAG00000045126	0	0	0	0	0	0	0	0	0
ENSMFAG00000033627	0	0	0	0	0	0	0	0	0
ENSMFAG00000040854	1	0	0	16	0	9	0	0	0
ENSMFAG00000035034	0	0	0	0	0	0	0	0	0
ENSMFAG00000006894	6	0	0	8	0	14	0	0	0
ENSMFAG00000043506	0	0	0	0	0	0	0	0	0
ENSMFAG00000004618	0	0	0	3	0	3	0	0	0
ENSMFAG00000037901	0	0	0	0	0	0	0	0	0
ENSMFAG00000022366	0	0	0	0	0	0	0	0	0
ENSMFAG00000036021	0	0	0	0	0	0	0	0	0
ENSMFAG00000043215	0	0	0	0	0	0	0	0	0
ENSMFAG00000030494	0	0	0	0	0	0	0	0	0
ENSMFAG00000041081	0	0	0	0	0	0	0	0	0
ENSMFAG00000030694	0	0	0	0	0	1	0	0	0
ENSMFAG00000039736	0	0	0	1	0	1	0	0	0
ENSMFAG00000034748	0	0	0	0	0	0	0	0	0
ENSMFAG00000040308	0	0	0	0	0	0	0	0	0
ENSMFAG00000023825	0	0	0	0	0	0	0	0	0
ENSMFAG00000003087	0	0	0	0	0	0	0	0	0
ENSMFAG00000028918	0	0	0	0	0	0	0	0	0
ENSMFAG00000034421	0	0	0	0	0	0	0	0	0
ENSMFAG00000039928	39	0	0	129	0	62	0	6	0
ENSMFAG00000045565	0	0	0	0	0	0	0	0	0
ENSMFAG00000026422	0	0	0	0	0	0	0	0	0
ENSMFAG00000026455	0	0	0	0	0	0	0	0	0
ENSMFAG00000030074	0	0	0	0	0	0	0	0	0
ENSMFAG00000003016	0	0	0	0	0	0	0	0	0
ENSMFAG00000010228	0	0	0	0	0	0	0	0	0
ENSMFAG00000016485	0	0	0	0	0	0	0	0	0
ENSMFAG00000046263	0	0	0	0	0	0	0	0	0
ENSMFAG00000044874	0	0	0	0	0	0	0	0	0
ENSMFAG00000041139	2	0	0	0	0	0	0	0	0
ENSMFAG00000031764	5	0	1	146	1	54	0	0	0
ENSMFAG00000014028	0	0	0	0	0	0	0	0	0
ENSMFAG00000028088	0	0	0	0	0	0	0	0	0
ENSMFAG00000045818	0	0	0	2	0	0	0	0	0
ENSMFAG00000039620	4	0	1	302	0	102	0	0	0
ENSMFAG00000037076	0	0	0	0	0	0	0	0	0
ENSMFAG00000046072	3	0	0	5	0	8	0	0	0
ENSMFAG00000004518	0	0	0	0	0	0	0	0	0
ENSMFAG00000032199	45	0	0	354	1	135	0	1	0
ENSMFAG00000001411	0	0	0	0	0	0	0	0	0
ENSMFAG00000004018	0	0	0	0	0	0	0	0	0
ENSMFAG00000044035	0	0	0	0	0	0	0	0	0
ENSMFAG00000037139	0	0	0	0	0	0	0	0	0
ENSMFAG00000006890	0	0	0	0	0	0	0	0	0
ENSMFAG00000002949	0	0	0	0	0	0	0	0	0
ENSMFAG00000000676	0	0	0	0	0	0	0	0	0
ENSMFAG00000044231	0	0	0	0	0	0	0	0	0
ENSMFAG00000018625	6	0	0	30	1	13	0	0	0
ENSMFAG00000002351	0	0	0	0	0	0	0	0	0
ENSMFAG00000003345	0	0	0	0	0	0	0	0	0
ENSMFAG00000002495	1	0	0	0	0	0	0	0	0
ENSMFAG00000039068	0	0	0	2	0	2	0	0	0
ENSMFAG00000000455	4	0	0	68	0	41	0	0	0
ENSMFAG00000024321	0	0	0	0	0	0	0	0	0
ENSMFAG00000033904	0	0	0	0	0	0	0	0	0
ENSMFAG00000042838	0	0	0	0	0	0	0	0	0
ENSMFAG00000032622	0	0	0	6	0	0	0	0	0
ENSMFAG00000030371	23	0	0	309	0	81	0	0	0
ENSMFAG00000031024	0	0	0	0	0	0	0	0	0
ENSMFAG00000037649	0	0	0	0	0	0	0	0	0
ENSMFAG00000045172	0	0	0	0	0	0	0	0	0
ENSMFAG00000039796	0	0	0	0	0	0	0	0	0
ENSMFAG00000002226	0	0	0	0	0	0	0	0	0
ENSMFAG00000036057	1	0	0	6	0	1	0	0	0
ENSMFAG00000036383	0	0	0	0	0	0	0	0	0
ENSMFAG00000011620	0	0	0	0	0	0	0	0	0
ENSMFAG00000046125	0	0	0	0	0	0	0	0	0
ENSMFAG00000033943	0	0	0	0	0	0	0	0	0
ENSMFAG00000001673	0	0	0	8	0	1	0	0	0
ENSMFAG00000039814	0	0	0	0	0	0	0	0	0
ENSMFAG00000000984	0	0	0	0	0	0	0	0	0
ENSMFAG00000025252	0	0	0	0	0	0	0	0	0
ENSMFAG00000008214	0	0	0	0	0	0	0	0	0
ENSMFAG00000039654	0	0	0	0	0	0	0	0	0
ENSMFAG00000043686	0	0	0	0	0	0	0	0	0
ENSMFAG00000042419	0	0	0	0	0	0	0	0	0
ENSMFAG00000031410	0	0	0	0	0	0	0	0	0
ENSMFAG00000019727	0	0	0	0	0	0	0	0	0
ENSMFAG00000030633	0	0	0	0	0	0	0	0	0
ENSMFAG00000004158	0	0	0	0	0	0	0	0	0
ENSMFAG00000012407	0	0	0	0	0	0	0	0	0
ENSMFAG00000023858	0	0	0	0	0	0	0	0	0
ENSMFAG00000004793	0	0	0	0	0	0	0	0	0
ENSMFAG00000005045	0	0	0	0	0	0	0	0	0
ENSMFAG00000005286	0	0	0	0	0	0	0	0	0
ENSMFAG00000030530	0	0	0	0	0	0	0	0	0
ENSMFAG00000030781	0	0	0	0	0	0	0	0	0
ENSMFAG00000030786	0	0	0	0	0	0	0	0	0
ENSMFAG00000025987	0	0	0	0	0	0	0	0	0
ENSMFAG00000026369	0	0	0	0	0	0	0	0	0
ENSMFAG00000040554	0	0	0	0	0	0	0	0	0
ENSMFAG00000041502	0	0	0	0	0	0	0	0	0
ENSMFAG00000030688	0	0	0	0	0	0	0	0	0
ENSMFAG00000026472	0	0	0	0	0	1	0	0	0
ENSMFAG00000032554	0	0	0	0	0	0	0	0	0
ENSMFAG00000045374	9	0	0	17	0	26	0	0	0
ENSMFAG00000019219	0	0	0	0	0	0	0	0	0
ENSMFAG00000004036	1	0	0	2	0	6	0	0	0
ENSMFAG00000033384	0	0	0	13	0	6	0	0	0
ENSMFAG00000010779	0	0	0	0	0	0	0	0	0
ENSMFAG00000025338	0	0	0	0	0	0	0	0	0
ENSMFAG00000008304	0	0	0	3	0	0	0	0	0
ENSMFAG00000037132	0	0	0	0	0	0	0	0	0
ENSMFAG00000001113	0	0	0	0	0	0	0	0	0
ENSMFAG00000038547	0	0	0	0	0	0	0	0	0
ENSMFAG00000030821	0	0	0	2	0	0	0	0	0
ENSMFAG00000035426	0	0	0	0	0	2	0	0	0
ENSMFAG00000033758	0	0	0	0	0	3	0	0	0
ENSMFAG00000030563	0	0	0	0	0	0	0	0	0
ENSMFAG00000007792	0	0	0	0	0	0	0	0	0
ENSMFAG00000004869	0	0	0	0	0	0	0	0	0
ENSMFAG00000014837	0	0	0	0	0	0	0	0	0
ENSMFAG00000013334	0	0	0	1	0	1	0	0	0
ENSMFAG00000013566	0	0	0	0	0	0	0	0	0
ENSMFAG00000014433	0	0	0	0	0	0	0	0	0
ENSMFAG00000030731	0	0	0	0	0	0	0	0	0
ENSMFAG00000030755	0	0	0	0	0	0	0	0	0
ENSMFAG00000002704	2	0	0	65	0	15	0	0	0
ENSMFAG00000009138	0	0	0	0	0	1	0	0	0
ENSMFAG00000000799	0	0	0	0	0	0	0	0	0
ENSMFAG00000030585	0	0	0	0	0	0	0	0	0
ENSMFAG00000030048	0	0	0	0	0	0	0	0	0
ENSMFAG00000029857	0	0	0	0	0	0	0	0	0
ENSMFAG00000017916	0	0	0	0	0	2	0	0	0
ENSMFAG00000010981	0	0	0	0	0	0	0	0	0
ENSMFAG00000011190	0	0	0	0	0	0	0	0	0
ENSMFAG00000016213	2	0	0	42	0	5	0	0	0
ENSMFAG00000038661	5	0	0	0	0	20	0	0	0
ENSMFAG00000005261	0	0	0	0	0	0	0	0	0
ENSMFAG00000035592	1	0	0	93	0	42	0	0	0
ENSMFAG00000000351	0	0	0	0	0	0	0	0	0
ENSMFAG00000007262	0	0	0	0	0	0	0	0	0
ENSMFAG00000000662	0	0	0	0	0	0	0	0	0
ENSMFAG00000043279	250	1	2	213	9	152	0	1	0
ENSMFAG00000003449	0	0	0	0	0	0	0	0	0
ENSMFAG00000041204	0	0	0	0	0	0	0	0	0
ENSMFAG00000005305	0	0	0	0	0	0	0	0	0
ENSMFAG00000043550	0	0	0	0	0	0	0	0	0
ENSMFAG00000043726	0	0	0	0	0	0	0	0	0
ENSMFAG00000003858	0	0	0	0	0	0	0	0	0
ENSMFAG00000035884	0	0	0	0	0	0	0	0	0
ENSMFAG00000003809	0	0	0	0	0	0	0	0	0
ENSMFAG00000008983	0	0	0	0	0	0	0	0	0
ENSMFAG00000000745	105	0	0	179	0	165	0	0	0
ENSMFAG00000032050	37	0	0	25	1	28	0	0	0
ENSMFAG00000004381	0	0	0	0	0	0	0	0	0
ENSMFAG00000030880	0	0	0	0	0	0	0	0	0
ENSMFAG00000003107	0	0	0	0	0	0	0	0	0
ENSMFAG00000046006	0	0	0	0	0	0	0	0	0
ENSMFAG00000028870	0	0	0	0	0	0	0	0	0
ENSMFAG00000039119	0	0	0	4	0	0	0	0	0
ENSMFAG00000039911	0	0	0	0	0	0	0	0	0
ENSMFAG00000016302	0	0	0	0	0	0	0	0	0
ENSMFAG00000043217	0	0	0	0	0	0	0	0	0
ENSMFAG00000000982	0	0	0	0	0	0	0	0	0
ENSMFAG00000001698	0	0	0	0	0	0	0	0	0
ENSMFAG00000032900	0	0	0	0	0	0	0	0	0
ENSMFAG00000032710	181	2	3	860	2	397	0	0	0
ENSMFAG00000041771	8	0	0	22	0	35	0	0	0
ENSMFAG00000037087	0	0	0	0	0	0	0	0	0
ENSMFAG00000025333	0	0	0	0	0	0	0	0	0
ENSMFAG00000039652	0	0	0	0	0	0	0	0	0
ENSMFAG00000030632	0	0	0	0	0	0	0	0	0
ENSMFAG00000030761	0	0	0	5	0	1	0	0	0
ENSMFAG00000037672	0	0	0	0	0	0	0	0	0
ENSMFAG00000003123	0	0	0	0	0	0	0	0	0
ENSMFAG00000003755	0	0	0	0	0	0	0	0	0
ENSMFAG00000036846	0	0	0	0	0	0	0	0	0
ENSMFAG00000011159	0	0	0	0	0	0	0	0	0
ENSMFAG00000038843	0	0	0	0	0	0	0	0	0
ENSMFAG00000032490	0	0	0	0	0	0	0	0	0
ENSMFAG00000043473	0	0	0	30	0	2	0	0	0
ENSMFAG00000033212	0	0	0	15	0	7	0	0	0
ENSMFAG00000002191	0	0	0	0	0	0	0	0	0
ENSMFAG00000029161	0	0	0	0	0	0	0	0	0
ENSMFAG00000011075	0	0	0	0	0	0	0	0	0
ENSMFAG00000034637	0	0	0	0	0	0	0	0	0
ENSMFAG00000042283	0	0	0	0	0	0	0	0	0
ENSMFAG00000038018	0	0	0	0	0	0	0	0	0
ENSMFAG00000040007	0	0	0	0	0	0	0	0	0
ENSMFAG00000024087	0	0	0	0	0	2	0	0	0
ENSMFAG00000036298	0	0	0	0	0	0	0	0	0
ENSMFAG00000028356	0	0	0	0	0	0	0	0	0
ENSMFAG00000029383	0	0	0	0	0	0	0	0	0
ENSMFAG00000000733	0	0	0	0	0	0	0	0	0
ENSMFAG00000023927	0	0	0	0	0	0	0	0	0
ENSMFAG00000033102	5	0	0	1	0	7	0	0	0
ENSMFAG00000028945	0	0	0	0	0	0	0	0	0
ENSMFAG00000033269	0	0	0	13	0	7	0	0	0
ENSMFAG00000022020	0	0	0	0	0	0	0	0	0
ENSMFAG00000000175	0	0	0	0	0	0	0	0	0
ENSMFAG00000036136	0	0	0	0	0	0	0	0	0
ENSMFAG00000033932	0	0	0	0	0	0	0	0	0
ENSMFAG00000012807	0	0	0	0	0	0	0	0	0
ENSMFAG00000012756	0	0	0	0	0	0	0	0	0
ENSMFAG00000039044	0	0	0	0	0	0	0	0	0
ENSMFAG00000045640	0	0	0	0	0	0	0	0	0
ENSMFAG00000038801	0	0	0	0	0	0	0	0	0
ENSMFAG00000040858	0	0	0	0	0	0	0	0	0
ENSMFAG00000038371	0	0	0	0	0	0	0	0	0
ENSMFAG00000006224	0	0	0	2	0	0	0	0	0
ENSMFAG00000034689	0	0	0	0	0	0	0	0	0
ENSMFAG00000016180	1	0	0	0	0	0	0	0	0
ENSMFAG00000006175	0	0	0	0	0	0	0	0	0
ENSMFAG00000001751	0	0	0	0	0	0	0	0	0
ENSMFAG00000002724	0	0	0	0	0	0	0	0	0
ENSMFAG00000016207	0	0	0	0	0	0	0	0	0
ENSMFAG00000030120	0	0	0	0	0	0	0	0	0
ENSMFAG00000024698	0	0	0	0	0	0	0	0	0
ENSMFAG00000000295	0	0	1	10	0	3	0	0	0
ENSMFAG00000000297	0	0	0	0	0	0	0	0	0
ENSMFAG00000000396	1	0	0	22	0	23	0	0	0
ENSMFAG00000036000	0	0	0	0	0	0	0	0	0
ENSMFAG00000030001	1	0	0	268	0	76	0	0	0
ENSMFAG00000032730	0	0	0	0	0	0	0	0	0
ENSMFAG00000029210	0	0	0	0	0	0	0	0	0
ENSMFAG00000038374	0	0	0	0	0	0	0	0	0
ENSMFAG00000045897	0	0	0	0	0	0	0	0	0
ENSMFAG00000012381	0	0	0	0	0	0	0	0	0
ENSMFAG00000006705	0	0	0	0	0	0	0	0	0
ENSMFAG00000044141	0	0	0	0	0	0	0	0	0
ENSMFAG00000033306	0	0	0	0	0	0	0	0	0
ENSMFAG00000045672	0	0	0	0	0	0	0	0	0
ENSMFAG00000041213	0	0	0	0	0	0	0	0	0
ENSMFAG00000044646	0	0	0	0	0	0	0	0	0
ENSMFAG00000041116	0	0	0	0	0	0	0	0	0
ENSMFAG00000002889	0	0	0	0	0	0	0	0	0
ENSMFAG00000030532	0	0	0	0	0	0	0	0	0
ENSMFAG00000032208	0	0	0	0	0	1	0	0	0
ENSMFAG00000033030	0	0	0	0	0	0	0	0	0
ENSMFAG00000000054	0	0	0	0	0	0	0	0	0
ENSMFAG00000003233	0	0	0	2	0	0	0	0	0
ENSMFAG00000001890	0	0	0	0	0	0	0	0	0
ENSMFAG00000017051	0	0	0	0	0	0	0	0	0
ENSMFAG00000003287	0	0	0	0	0	0	0	0	0
ENSMFAG00000001202	0	0	0	0	0	0	0	0	0
ENSMFAG00000001869	0	0	0	0	0	0	0	0	0
ENSMFAG00000000958	0	0	0	0	0	0	0	0	0
ENSMFAG00000029879	0	0	0	0	0	1	0	0	0
ENSMFAG00000018966	0	0	0	0	0	0	0	0	0
ENSMFAG00000030229	0	0	0	3	0	0	0	0	0
ENSMFAG00000042202	0	0	0	0	0	0	0	0	0
ENSMFAG00000039451	0	0	0	0	0	1	0	0	0
ENSMFAG00000034478	8	0	0	5	0	2	0	0	0
ENSMFAG00000000772	0	0	0	0	0	0	0	0	0
ENSMFAG00000026358	1	0	0	2	0	1	0	0	0
ENSMFAG00000006183	0	0	0	0	0	6	0	0	0
ENSMFAG00000002608	0	0	0	0	0	0	0	0	0
ENSMFAG00000032536	0	0	0	0	0	0	0	0	0
ENSMFAG00000033024	0	0	0	0	0	0	0	0	0
ENSMFAG00000030186	0	0	0	25	0	19	0	0	0
ENSMFAG00000029726	0	0	0	0	0	0	0	0	0
ENSMFAG00000039308	0	0	0	0	0	0	0	0	0
ENSMFAG00000008140	0	0	0	0	0	0	0	0	0
ENSMFAG00000039135	0	0	0	3	0	0	0	0	0
ENSMFAG00000030474	0	0	0	0	0	0	0	0	0
ENSMFAG00000034112	0	0	0	0	0	0	0	0	0
ENSMFAG00000043682	0	0	0	7	0	6	0	0	0
ENSMFAG00000002579	0	0	0	0	0	0	0	0	0
ENSMFAG00000041190	0	0	0	0	0	0	0	0	0
ENSMFAG00000041112	67	0	6	165	2	216	1	0	0
ENSMFAG00000030598	30	0	1	254	0	122	0	0	2
ENSMFAG00000039836	0	0	0	0	0	0	0	0	0
ENSMFAG00000001617	2	0	0	0	0	0	0	0	0
ENSMFAG00000039788	3	0	0	8	0	3	0	0	0
ENSMFAG00000025522	0	0	0	0	0	0	0	0	0
ENSMFAG00000029454	0	0	0	0	0	0	0	0	0
ENSMFAG00000011609	0	0	0	1	0	2	0	0	0
ENSMFAG00000014781	0	0	0	0	0	0	0	0	0
ENSMFAG00000026620	0	0	0	0	0	0	0	0	0
ENSMFAG00000026693	0	0	0	0	0	0	0	0	0
ENSMFAG00000029537	0	0	0	0	0	0	0	0	0
ENSMFAG00000032484	0	0	0	0	0	0	0	0	0
ENSMFAG00000033136	0	0	0	0	0	0	0	0	0
ENSMFAG00000003949	0	0	0	0	0	0	0	0	0
ENSMFAG00000031126	0	0	0	0	0	0	0	0	0
ENSMFAG00000032258	0	0	0	0	0	0	0	0	0
ENSMFAG00000035981	174	0	0	82	0	119	0	0	0
ENSMFAG00000014828	0	0	0	5	0	0	0	0	0
ENSMFAG00000014846	0	0	0	0	0	0	0	0	0
ENSMFAG00000043564	0	0	0	0	0	0	0	0	0
ENSMFAG00000003834	0	0	0	0	0	0	0	0	0
ENSMFAG00000037821	0	0	0	0	0	0	0	0	0
ENSMFAG00000002220	0	0	0	0	0	0	0	0	0
ENSMFAG00000037960	0	0	0	0	0	0	0	0	0
ENSMFAG00000016983	1	1	0	17	4	18	0	10	5
ENSMFAG00000029596	0	0	0	0	0	0	0	0	0
ENSMFAG00000011904	0	0	0	0	0	0	0	0	0
ENSMFAG00000029687	0	0	0	0	0	0	0	0	0
ENSMFAG00000040857	0	0	0	0	0	0	0	0	0
ENSMFAG00000001143	0	0	0	130	0	58	0	0	0
ENSMFAG00000000554	0	0	0	0	0	0	0	0	0
ENSMFAG00000040479	0	0	0	0	0	0	0	0	0
ENSMFAG00000002643	0	0	0	0	0	0	0	0	0
ENSMFAG00000029597	0	0	0	0	0	0	0	0	0
ENSMFAG00000001897	0	0	0	1	0	3	0	0	0
ENSMFAG00000027320	0	0	0	0	0	0	0	0	0
ENSMFAG00000038381	0	0	0	0	0	0	0	0	0
ENSMFAG00000031159	0	0	0	6	0	2	0	0	0
ENSMFAG00000016634	0	0	0	2	0	0	0	0	0
ENSMFAG00000002892	0	0	0	0	0	0	0	0	0
ENSMFAG00000003815	0	0	0	0	0	0	0	0	0
ENSMFAG00000034163	0	0	0	0	0	0	0	0	0
ENSMFAG00000028436	0	0	0	3	0	0	0	0	0
ENSMFAG00000041255	0	0	0	8	0	11	0	0	0
ENSMFAG00000032140	0	0	0	0	0	0	0	0	0
ENSMFAG00000002713	3	0	0	12	0	16	0	0	0
ENSMFAG00000018226	0	0	0	0	0	0	0	0	0
ENSMFAG00000045326	0	0	0	0	0	0	0	0	0
ENSMFAG00000035118	0	0	0	0	0	3	0	0	0
ENSMFAG00000017328	0	0	0	0	0	0	0	0	0
ENSMFAG00000015302	0	0	0	0	0	1	0	0	0
ENSMFAG00000003962	0	0	0	0	0	0	0	0	0
ENSMFAG00000002854	0	0	0	0	0	0	0	0	0
ENSMFAG00000039989	0	0	0	0	0	0	0	0	0
ENSMFAG00000045500	0	0	0	0	0	0	0	0	0
ENSMFAG00000040576	0	0	0	0	0	0	0	0	0
ENSMFAG00000032010	0	0	0	0	0	0	0	0	0
ENSMFAG00000030321	3	0	1	43	0	45	0	0	0
ENSMFAG00000034998	0	0	0	0	0	0	0	0	0
ENSMFAG00000038836	0	0	0	0	0	0	0	0	0
ENSMFAG00000001874	0	0	0	0	0	0	0	0	0
ENSMFAG00000044531	0	0	0	0	0	0	0	0	0
ENSMFAG00000033311	0	0	0	0	0	0	0	0	0
ENSMFAG00000001472	0	0	0	0	0	0	0	0	0
ENSMFAG00000025531	0	0	0	0	0	0	0	0	0
ENSMFAG00000036399	0	0	0	0	0	0	0	0	0
ENSMFAG00000025239	0	0	0	0	0	0	0	0	0
ENSMFAG00000033247	0	0	0	0	0	0	0	0	0
ENSMFAG00000043821	0	0	0	0	0	0	0	0	0
ENSMFAG00000021373	1	0	0	3	0	4	0	0	0
ENSMFAG00000039409	2	0	0	24	0	18	0	0	0
ENSMFAG00000021712	0	0	0	0	0	0	0	0	0
ENSMFAG00000041943	0	0	0	0	0	0	0	0	0
ENSMFAG00000027483	0	0	0	1	0	0	0	0	0
ENSMFAG00000000516	0	0	0	0	0	0	0	0	0
ENSMFAG00000026475	0	0	0	0	0	1	0	0	0
ENSMFAG00000001974	0	0	0	0	0	0	0	0	0
ENSMFAG00000030788	0	0	0	0	0	0	0	0	0
ENSMFAG00000001805	0	0	0	0	0	0	0	0	0
ENSMFAG00000038984	0	0	0	0	0	0	0	0	0
ENSMFAG00000031716	0	0	0	0	0	0	0	0	0
ENSMFAG00000038704	0	0	0	0	0	0	0	0	0
ENSMFAG00000043468	0	0	0	0	0	0	0	0	0
ENSMFAG00000030083	0	0	0	0	0	0	0	0	0
ENSMFAG00000038778	0	0	0	0	0	0	0	0	0
ENSMFAG00000038008	0	0	0	0	0	0	0	0	0
ENSMFAG00000005946	0	0	0	0	0	0	0	0	0
ENSMFAG00000030445	0	0	0	0	0	0	0	0	0
ENSMFAG00000003572	0	0	0	0	0	0	0	0	0
ENSMFAG00000024810	0	0	0	0	0	0	0	0	0
ENSMFAG00000045977	0	0	0	0	0	0	0	0	0
ENSMFAG00000036553	0	0	0	0	0	0	0	0	0
ENSMFAG00000045819	1	0	0	5	0	7	0	0	0
ENSMFAG00000030205	0	0	0	0	0	0	0	0	0
ENSMFAG00000046178	157	1	7	604	2	318	0	1	1
ENSMFAG00000026189	0	0	0	0	0	0	0	0	0
ENSMFAG00000039221	0	0	0	0	0	0	0	0	0
ENSMFAG00000017641	0	0	0	0	0	2	0	0	0
ENSMFAG00000010720	0	0	0	11	0	4	0	0	0
ENSMFAG00000044972	0	0	0	0	0	0	0	0	0
ENSMFAG00000034522	0	0	0	0	0	0	0	0	0
ENSMFAG00000022737	0	0	0	0	0	0	0	0	0
ENSMFAG00000036397	0	0	0	0	0	0	0	0	0
ENSMFAG00000015786	0	0	0	1	0	2	0	0	0
ENSMFAG00000001225	0	0	0	0	0	0	0	0	0
ENSMFAG00000036456	5	0	0	17	0	6	0	0	0
ENSMFAG00000041298	0	0	0	0	0	0	0	0	0
ENSMFAG00000002791	0	0	0	0	0	0	0	0	0
ENSMFAG00000042610	0	0	0	0	0	0	0	0	0
ENSMFAG00000002848	0	0	0	0	0	0	0	0	0
ENSMFAG00000030594	0	0	0	0	0	0	0	0	0
ENSMFAG00000030146	0	0	0	0	0	0	0	0	0
ENSMFAG00000035100	0	0	0	0	0	0	0	0	0
ENSMFAG00000038847	0	0	0	0	0	0	0	0	0
ENSMFAG00000016864	0	0	0	0	0	0	0	0	0
ENSMFAG00000036662	0	0	0	0	0	0	0	0	0
ENSMFAG00000036836	0	0	0	0	0	0	0	0	0
ENSMFAG00000042984	0	0	0	0	0	0	0	0	0
ENSMFAG00000014325	0	0	0	0	0	0	0	0	0
ENSMFAG00000045928	0	0	0	0	0	0	0	0	0
ENSMFAG00000029175	0	0	0	0	0	0	0	0	0
ENSMFAG00000030639	0	0	0	0	0	0	0	0	0
ENSMFAG00000037706	0	0	0	0	0	0	0	0	0
ENSMFAG00000002948	0	0	0	0	0	0	0	0	0
ENSMFAG00000024650	0	0	0	0	0	0	0	0	0
ENSMFAG00000044438	0	0	0	0	0	0	0	0	0
ENSMFAG00000017373	0	0	0	0	0	0	0	0	0
ENSMFAG00000043653	0	0	0	0	0	0	0	0	0
ENSMFAG00000037719	0	0	0	0	0	0	0	0	0
ENSMFAG00000034691	0	0	0	0	0	0	0	0	0
ENSMFAG00000034705	0	0	0	0	0	0	0	0	0
ENSMFAG00000036814	0	0	0	0	0	0	0	0	0
ENSMFAG00000032648	0	0	0	0	0	0	0	0	0
ENSMFAG00000043108	0	0	0	0	0	0	0	0	0
ENSMFAG00000017476	0	0	0	0	0	0	0	0	0
ENSMFAG00000023621	0	0	0	2	0	0	0	0	0
ENSMFAG00000028746	0	0	0	0	0	0	0	0	0
ENSMFAG00000024923	0	0	0	0	0	0	0	0	0
ENSMFAG00000032013	0	0	0	0	0	0	0	0	0
ENSMFAG00000026353	0	0	0	0	0	0	0	0	0
ENSMFAG00000031740	0	0	0	0	0	0	0	0	0
ENSMFAG00000034328	0	0	0	0	0	0	0	0	0
ENSMFAG00000030152	0	0	0	0	0	0	0	0	0
ENSMFAG00000037730	6	0	0	82	0	59	0	0	0
ENSMFAG00000044123	0	0	0	0	0	0	0	0	0
ENSMFAG00000017858	0	0	0	0	0	0	0	0	0
ENSMFAG00000030184	0	0	0	0	0	0	0	0	0
ENSMFAG00000038473	0	0	0	0	0	0	0	0	0
ENSMFAG00000045335	0	0	0	0	0	0	0	0	0
ENSMFAG00000004001	0	0	0	0	0	0	0	0	0
